Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Helsingborg A;62040;2.0

Parameternamn;Beskrivning;Enhet
Nederbörd;1 gång/dygn, kl 18;code

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1996-05-11 18:00:01;1996-05-12 18:00:00;1996-05-12;duggregn;G
1996-05-11 18:00:01;1996-05-12 18:00:00;1996-05-12;regnskurar;G
1996-05-11 18:00:01;1996-05-12 18:00:00;1996-05-12;regn;G
1996-05-12 18:00:01;1996-05-13 18:00:00;1996-05-13;regnskurar;G
1996-05-12 18:00:01;1996-05-13 18:00:00;1996-05-13;regn;G
1996-05-17 18:00:01;1996-05-18 18:00:00;1996-05-18;regn;G
1996-05-17 18:00:01;1996-05-18 18:00:00;1996-05-18;Obestämd nederbördstyp;G
1996-05-17 18:00:01;1996-05-18 18:00:00;1996-05-18;duggregn;G
1996-05-17 18:00:01;1996-05-18 18:00:00;1996-05-18;regnskurar;G
1996-05-18 18:00:01;1996-05-19 18:00:00;1996-05-19;regn;G
1996-05-18 18:00:01;1996-05-19 18:00:00;1996-05-19;regnskurar;G
1996-05-18 18:00:01;1996-05-19 18:00:00;1996-05-19;Obestämd nederbördstyp;G
1996-05-19 18:00:01;1996-05-20 18:00:00;1996-05-20;duggregn;G
1996-05-19 18:00:01;1996-05-20 18:00:00;1996-05-20;Obestämd nederbördstyp;G
1996-05-19 18:00:01;1996-05-20 18:00:00;1996-05-20;regn;G
1996-05-20 18:00:01;1996-05-21 18:00:00;1996-05-21;Obestämd nederbördstyp;G
1996-05-20 18:00:01;1996-05-21 18:00:00;1996-05-21;duggregn;G
1996-05-20 18:00:01;1996-05-21 18:00:00;1996-05-21;regn;G
1996-05-22 18:00:01;1996-05-23 18:00:00;1996-05-23;regn;G
1996-05-23 18:00:01;1996-05-24 18:00:00;1996-05-24;regnskurar;G
1996-05-23 18:00:01;1996-05-24 18:00:00;1996-05-24;regn;G
1996-05-23 18:00:01;1996-05-24 18:00:00;1996-05-24;duggregn;G
1996-05-24 18:00:01;1996-05-25 18:00:00;1996-05-25;regnskurar;G
1996-05-24 18:00:01;1996-05-25 18:00:00;1996-05-25;duggregn;G
1996-05-24 18:00:01;1996-05-25 18:00:00;1996-05-25;regn;G
1996-05-26 18:00:01;1996-05-27 18:00:00;1996-05-27;regn;G
1996-05-26 18:00:01;1996-05-27 18:00:00;1996-05-27;duggregn;G
1996-05-26 18:00:01;1996-05-27 18:00:00;1996-05-27;Obestämd nederbördstyp;G
1996-05-27 18:00:01;1996-05-28 18:00:00;1996-05-28;duggregn;G
1996-05-27 18:00:01;1996-05-28 18:00:00;1996-05-28;Obestämd nederbördstyp;G
1996-05-28 18:00:01;1996-05-29 18:00:00;1996-05-29;regnskurar;G
1996-05-28 18:00:01;1996-05-29 18:00:00;1996-05-29;regn;G
1996-05-29 18:00:01;1996-05-30 18:00:00;1996-05-30;regn;G
1996-05-30 18:00:01;1996-05-31 18:00:00;1996-05-31;regn;G
1996-05-31 18:00:01;1996-06-01 18:00:00;1996-06-01;regn;G
1996-05-31 18:00:01;1996-06-01 18:00:00;1996-06-01;regnskurar;G
1996-06-02 18:00:01;1996-06-03 18:00:00;1996-06-03;regnskurar;G
1996-06-02 18:00:01;1996-06-03 18:00:00;1996-06-03;Obestämd nederbördstyp;G
1996-06-02 18:00:01;1996-06-03 18:00:00;1996-06-03;duggregn;G
1996-06-02 18:00:01;1996-06-03 18:00:00;1996-06-03;regn;G
1996-06-08 18:00:01;1996-06-09 18:00:00;1996-06-09;duggregn;G
1996-06-08 18:00:01;1996-06-09 18:00:00;1996-06-09;regnskurar;G
1996-06-08 18:00:01;1996-06-09 18:00:00;1996-06-09;regn;G
1996-06-09 18:00:01;1996-06-10 18:00:00;1996-06-10;regnskurar;G
1996-06-09 18:00:01;1996-06-10 18:00:00;1996-06-10;regn;G
1996-06-11 18:00:01;1996-06-12 18:00:00;1996-06-12;regn;G
1996-06-11 18:00:01;1996-06-12 18:00:00;1996-06-12;regnskurar;G
1996-06-12 18:00:01;1996-06-13 18:00:00;1996-06-13;regn;G
1996-06-12 18:00:01;1996-06-13 18:00:00;1996-06-13;regnskurar;G
1996-06-17 18:00:01;1996-06-18 18:00:00;1996-06-18;Obestämd nederbördstyp;G
1996-06-17 18:00:01;1996-06-18 18:00:00;1996-06-18;regn;G
1996-06-17 18:00:01;1996-06-18 18:00:00;1996-06-18;regnskurar;G
1996-06-17 18:00:01;1996-06-18 18:00:00;1996-06-18;duggregn;G
1996-06-18 18:00:01;1996-06-19 18:00:00;1996-06-19;Obestämd nederbördstyp;G
1996-06-18 18:00:01;1996-06-19 18:00:00;1996-06-19;duggregn;G
1996-06-18 18:00:01;1996-06-19 18:00:00;1996-06-19;regn;G
1996-06-19 18:00:01;1996-06-20 18:00:00;1996-06-20;regn;G
1996-06-19 18:00:01;1996-06-20 18:00:00;1996-06-20;Obestämd nederbördstyp;G
1996-06-20 18:00:01;1996-06-21 18:00:00;1996-06-21;regn;G
1996-06-20 18:00:01;1996-06-21 18:00:00;1996-06-21;regnskurar;G
1996-06-22 18:00:01;1996-06-23 18:00:00;1996-06-23;regn;G
1996-06-23 18:00:01;1996-06-24 18:00:00;1996-06-24;regn;G
1996-06-23 18:00:01;1996-06-24 18:00:00;1996-06-24;regnskurar;G
1996-06-24 18:00:01;1996-06-25 18:00:00;1996-06-25;regn;G
1996-06-26 18:00:01;1996-06-27 18:00:00;1996-06-27;regn;G
1996-06-26 18:00:01;1996-06-27 18:00:00;1996-06-27;regnskurar;G
1996-06-26 18:00:01;1996-06-27 18:00:00;1996-06-27;Obestämd nederbördstyp;G
1996-06-28 18:00:01;1996-06-29 18:00:00;1996-06-29;regn;G
1996-06-29 18:00:01;1996-06-30 18:00:00;1996-06-30;duggregn;G
1996-06-29 18:00:01;1996-06-30 18:00:00;1996-06-30;Obestämd nederbördstyp;G
1996-06-29 18:00:01;1996-06-30 18:00:00;1996-06-30;regn;G
1996-06-30 18:00:01;1996-07-01 18:00:00;1996-07-01;regnskurar;G
1996-06-30 18:00:01;1996-07-01 18:00:00;1996-07-01;regn;G
1996-06-30 18:00:01;1996-07-01 18:00:00;1996-07-01;Obestämd nederbördstyp;G
1996-07-01 18:00:01;1996-07-02 18:00:00;1996-07-02;regn;G
1996-07-01 18:00:01;1996-07-02 18:00:00;1996-07-02;Obestämd nederbördstyp;G
1996-07-01 18:00:01;1996-07-02 18:00:00;1996-07-02;regnskurar;G
1996-07-02 18:00:01;1996-07-03 18:00:00;1996-07-03;regn;G
1996-07-02 18:00:01;1996-07-03 18:00:00;1996-07-03;regnskurar;G
1996-07-02 18:00:01;1996-07-03 18:00:00;1996-07-03;duggregn;G
1996-07-03 18:00:01;1996-07-04 18:00:00;1996-07-04;duggregn;G
1996-07-03 18:00:01;1996-07-04 18:00:00;1996-07-04;Obestämd nederbördstyp;G
1996-07-03 18:00:01;1996-07-04 18:00:00;1996-07-04;regn;G
1996-07-04 18:00:01;1996-07-05 18:00:00;1996-07-05;regnskurar;G
1996-07-04 18:00:01;1996-07-05 18:00:00;1996-07-05;regn;G
1996-07-05 18:00:01;1996-07-06 18:00:00;1996-07-06;duggregn;G
1996-07-05 18:00:01;1996-07-06 18:00:00;1996-07-06;regn;G
1996-07-06 18:00:01;1996-07-07 18:00:00;1996-07-07;regn;G
1996-07-06 18:00:01;1996-07-07 18:00:00;1996-07-07;regnskurar;G
1996-07-08 18:00:01;1996-07-09 18:00:00;1996-07-09;regn;G
1996-07-08 18:00:01;1996-07-09 18:00:00;1996-07-09;regnskurar;G
1996-07-09 18:00:01;1996-07-10 18:00:00;1996-07-10;regnskurar;G
1996-07-09 18:00:01;1996-07-10 18:00:00;1996-07-10;duggregn;G
1996-07-09 18:00:01;1996-07-10 18:00:00;1996-07-10;regn;G
1996-07-12 18:00:01;1996-07-13 18:00:00;1996-07-13;duggregn;G
1996-07-13 18:00:01;1996-07-14 18:00:00;1996-07-14;regn;G
1996-07-13 18:00:01;1996-07-14 18:00:00;1996-07-14;regnskurar;G
1996-07-14 18:00:01;1996-07-15 18:00:00;1996-07-15;regn;G
1996-07-17 18:00:01;1996-07-18 18:00:00;1996-07-18;regnskurar;G
1996-07-20 18:00:01;1996-07-21 18:00:00;1996-07-21;regn;G
1996-07-26 18:00:01;1996-07-27 18:00:00;1996-07-27;Obestämd nederbördstyp;G
1996-07-26 18:00:01;1996-07-27 18:00:00;1996-07-27;duggregn;G
1996-07-26 18:00:01;1996-07-27 18:00:00;1996-07-27;regnskurar;G
1996-07-26 18:00:01;1996-07-27 18:00:00;1996-07-27;regn;G
1996-07-27 18:00:01;1996-07-28 18:00:00;1996-07-28;regn;G
1996-07-27 18:00:01;1996-07-28 18:00:00;1996-07-28;duggregn;G
1996-07-28 18:00:01;1996-07-29 18:00:00;1996-07-29;regn;G
1996-07-29 18:00:01;1996-07-30 18:00:00;1996-07-30;regn;G
1996-07-29 18:00:01;1996-07-30 18:00:00;1996-07-30;Obestämd nederbördstyp;G
1996-07-29 18:00:01;1996-07-30 18:00:00;1996-07-30;duggregn;G
1996-07-29 18:00:01;1996-07-30 18:00:00;1996-07-30;regnskurar;G
1996-07-30 18:00:01;1996-07-31 18:00:00;1996-07-31;regn;G
1996-07-30 18:00:01;1996-07-31 18:00:00;1996-07-31;duggregn;G
1996-08-01 18:00:01;1996-08-02 18:00:00;1996-08-02;regn;G
1996-08-02 18:00:01;1996-08-03 18:00:00;1996-08-03;Obestämd nederbördstyp;G
1996-08-07 18:00:01;1996-08-08 18:00:00;1996-08-08;Obestämd nederbördstyp;G
1996-08-08 18:00:01;1996-08-09 18:00:00;1996-08-09;regn;G
1996-08-12 18:00:01;1996-08-13 18:00:00;1996-08-13;regn;G
1996-08-12 18:00:01;1996-08-13 18:00:00;1996-08-13;duggregn;G
1996-08-13 18:00:01;1996-08-14 18:00:00;1996-08-14;regnskurar;G
1996-08-13 18:00:01;1996-08-14 18:00:00;1996-08-14;regn;G
1996-08-14 18:00:01;1996-08-15 18:00:00;1996-08-15;Obestämd nederbördstyp;G
1996-08-14 18:00:01;1996-08-15 18:00:00;1996-08-15;regn;G
1996-08-14 18:00:01;1996-08-15 18:00:00;1996-08-15;regnskurar;G
1996-08-20 18:00:01;1996-08-21 18:00:00;1996-08-21;regnskurar;G
1996-08-21 18:00:01;1996-08-22 18:00:00;1996-08-22;regn;G
1996-08-22 18:00:01;1996-08-23 18:00:00;1996-08-23;regn;G
1996-08-23 18:00:01;1996-08-24 18:00:00;1996-08-24;regnskurar;G
1996-08-23 18:00:01;1996-08-24 18:00:00;1996-08-24;regn;G
1996-08-24 18:00:01;1996-08-25 18:00:00;1996-08-25;regnskurar;G
1996-08-24 18:00:01;1996-08-25 18:00:00;1996-08-25;regn;G
1996-08-24 18:00:01;1996-08-25 18:00:00;1996-08-25;Obestämd nederbördstyp;G
1996-08-25 18:00:01;1996-08-26 18:00:00;1996-08-26;regn;G
1996-08-25 18:00:01;1996-08-26 18:00:00;1996-08-26;regnskurar;G
1996-08-28 18:00:01;1996-08-29 18:00:00;1996-08-29;duggregn;G
1996-08-28 18:00:01;1996-08-29 18:00:00;1996-08-29;regn;G
1996-08-28 18:00:01;1996-08-29 18:00:00;1996-08-29;regnskurar;G
1996-08-30 18:00:01;1996-08-31 18:00:00;1996-08-31;regnskurar;G
1996-08-30 18:00:01;1996-08-31 18:00:00;1996-08-31;Obestämd nederbördstyp;G
1996-08-30 18:00:01;1996-08-31 18:00:00;1996-08-31;regn;G
1996-08-31 18:00:01;1996-09-01 18:00:00;1996-09-01;regn;G
1996-08-31 18:00:01;1996-09-01 18:00:00;1996-09-01;regnskurar;G
1996-09-01 18:00:01;1996-09-02 18:00:00;1996-09-02;regn;G
1996-09-01 18:00:01;1996-09-02 18:00:00;1996-09-02;Obestämd nederbördstyp;G
1996-09-02 18:00:01;1996-09-03 18:00:00;1996-09-03;duggregn;G
1996-09-02 18:00:01;1996-09-03 18:00:00;1996-09-03;Obestämd nederbördstyp;G
1996-09-03 18:00:01;1996-09-04 18:00:00;1996-09-04;Obestämd nederbördstyp;G
1996-09-08 18:00:01;1996-09-09 18:00:00;1996-09-09;regn;G
1996-09-09 18:00:01;1996-09-10 18:00:00;1996-09-10;regn;G
1996-09-10 18:00:01;1996-09-11 18:00:00;1996-09-11;Obestämd nederbördstyp;G
1996-09-11 18:00:01;1996-09-12 18:00:00;1996-09-12;regnskurar;G
1996-09-11 18:00:01;1996-09-12 18:00:00;1996-09-12;Obestämd nederbördstyp;G
1996-09-11 18:00:01;1996-09-12 18:00:00;1996-09-12;duggregn;G
1996-09-11 18:00:01;1996-09-12 18:00:00;1996-09-12;regn;G
1996-09-12 18:00:01;1996-09-13 18:00:00;1996-09-13;regnskurar;G
1996-09-12 18:00:01;1996-09-13 18:00:00;1996-09-13;regn;G
1996-09-13 18:00:01;1996-09-14 18:00:00;1996-09-14;Obestämd nederbördstyp;G
1996-09-13 18:00:01;1996-09-14 18:00:00;1996-09-14;regn;G
1996-09-24 18:00:01;1996-09-25 18:00:00;1996-09-25;Obestämd nederbördstyp;G
1996-09-24 18:00:01;1996-09-25 18:00:00;1996-09-25;duggregn;G
1996-09-26 18:00:01;1996-09-27 18:00:00;1996-09-27;regnskurar;G
1996-09-26 18:00:01;1996-09-27 18:00:00;1996-09-27;regn;G
1996-09-27 18:00:01;1996-09-28 18:00:00;1996-09-28;regnskurar;G
1996-09-27 18:00:01;1996-09-28 18:00:00;1996-09-28;regn;G
1996-09-28 18:00:01;1996-09-29 18:00:00;1996-09-29;duggregn;G
1996-09-28 18:00:01;1996-09-29 18:00:00;1996-09-29;regn;G
1996-09-28 18:00:01;1996-09-29 18:00:00;1996-09-29;regnskurar;G
1996-09-29 18:00:01;1996-09-30 18:00:00;1996-09-30;regn;G
1996-09-29 18:00:01;1996-09-30 18:00:00;1996-09-30;regnskurar;G
1996-09-30 18:00:01;1996-10-01 18:00:00;1996-10-01;duggregn;G
1996-09-30 18:00:01;1996-10-01 18:00:00;1996-10-01;regnskurar;G
1996-09-30 18:00:01;1996-10-01 18:00:00;1996-10-01;regn;G
1996-10-01 18:00:01;1996-10-02 18:00:00;1996-10-02;regnskurar;G
1996-10-03 18:00:01;1996-10-04 18:00:00;1996-10-04;regn;G
1996-10-03 18:00:01;1996-10-04 18:00:00;1996-10-04;regnskurar;G
1996-10-07 18:00:01;1996-10-08 18:00:00;1996-10-08;regn;G
1996-10-07 18:00:01;1996-10-08 18:00:00;1996-10-08;duggregn;G
1996-10-08 18:00:01;1996-10-09 18:00:00;1996-10-09;regn;G
1996-10-08 18:00:01;1996-10-09 18:00:00;1996-10-09;regnskurar;G
1996-10-09 18:00:01;1996-10-10 18:00:00;1996-10-10;Obestämd nederbördstyp;G
1996-10-16 18:00:01;1996-10-17 18:00:00;1996-10-17;regn;G
1996-10-16 18:00:01;1996-10-17 18:00:00;1996-10-17;duggregn;G
1996-10-18 18:00:01;1996-10-19 18:00:00;1996-10-19;regn;G
1996-10-19 18:00:01;1996-10-20 18:00:00;1996-10-20;regn;G
1996-10-19 18:00:01;1996-10-20 18:00:00;1996-10-20;regnskurar;G
1996-10-20 18:00:01;1996-10-21 18:00:00;1996-10-21;regn;G
1996-10-21 18:00:01;1996-10-22 18:00:00;1996-10-22;duggregn;G
1996-10-21 18:00:01;1996-10-22 18:00:00;1996-10-22;Obestämd nederbördstyp;G
1996-10-21 18:00:01;1996-10-22 18:00:00;1996-10-22;regnskurar;G
1996-10-21 18:00:01;1996-10-22 18:00:00;1996-10-22;regn;G
1996-10-22 18:00:01;1996-10-23 18:00:00;1996-10-23;snowfall;G
1996-10-25 18:00:01;1996-10-26 18:00:00;1996-10-26;regn;G
1996-10-26 18:00:01;1996-10-27 18:00:00;1996-10-27;regn;G
1996-10-27 18:00:01;1996-10-28 18:00:00;1996-10-28;duggregn;G
1996-10-27 18:00:01;1996-10-28 18:00:00;1996-10-28;regn;G
1996-10-27 18:00:01;1996-10-28 18:00:00;1996-10-28;regnskurar;G
1996-10-28 18:00:01;1996-10-29 18:00:00;1996-10-29;Obestämd nederbördstyp;G
1996-10-28 18:00:01;1996-10-29 18:00:00;1996-10-29;regn;G
1996-10-28 18:00:01;1996-10-29 18:00:00;1996-10-29;regnskurar;G
1996-10-29 18:00:01;1996-10-30 18:00:00;1996-10-30;regn;G
1996-10-29 18:00:01;1996-10-30 18:00:00;1996-10-30;Obestämd nederbördstyp;G
1996-10-29 18:00:01;1996-10-30 18:00:00;1996-10-30;duggregn;G
1996-10-30 18:00:01;1996-10-31 18:00:00;1996-10-31;duggregn;G
1996-10-30 18:00:01;1996-10-31 18:00:00;1996-10-31;regnskurar;G
1996-10-30 18:00:01;1996-10-31 18:00:00;1996-10-31;regn;G
1996-10-31 18:00:01;1996-11-01 18:00:00;1996-11-01;Obestämd nederbördstyp;G
1996-10-31 18:00:01;1996-11-01 18:00:00;1996-11-01;duggregn;G
1996-10-31 18:00:01;1996-11-01 18:00:00;1996-11-01;regn;G
1996-10-31 18:00:01;1996-11-01 18:00:00;1996-11-01;regnskurar;G
1996-11-01 18:00:01;1996-11-02 18:00:00;1996-11-02;regnskurar;G
1996-11-01 18:00:01;1996-11-02 18:00:00;1996-11-02;duggregn;G
1996-11-01 18:00:01;1996-11-02 18:00:00;1996-11-02;regn;G
1996-11-01 18:00:01;1996-11-02 18:00:00;1996-11-02;Obestämd nederbördstyp;G
1996-11-02 18:00:01;1996-11-03 18:00:00;1996-11-03;regnskurar;G
1996-11-02 18:00:01;1996-11-03 18:00:00;1996-11-03;duggregn;G
1996-11-02 18:00:01;1996-11-03 18:00:00;1996-11-03;regn;G
1996-11-02 18:00:01;1996-11-03 18:00:00;1996-11-03;Obestämd nederbördstyp;G
1996-11-03 18:00:01;1996-11-04 18:00:00;1996-11-04;regn;G
1996-11-03 18:00:01;1996-11-04 18:00:00;1996-11-04;regnskurar;G
1996-11-03 18:00:01;1996-11-04 18:00:00;1996-11-04;duggregn;G
1996-11-04 18:00:01;1996-11-05 18:00:00;1996-11-05;Obestämd nederbördstyp;G
1996-11-04 18:00:01;1996-11-05 18:00:00;1996-11-05;regn;G
1996-11-04 18:00:01;1996-11-05 18:00:00;1996-11-05;regnskurar;G
1996-11-05 18:00:01;1996-11-06 18:00:00;1996-11-06;duggregn;G
1996-11-05 18:00:01;1996-11-06 18:00:00;1996-11-06;snöblandat regn;G
1996-11-05 18:00:01;1996-11-06 18:00:00;1996-11-06;snowfall;G
1996-11-05 18:00:01;1996-11-06 18:00:00;1996-11-06;regn;G
1996-11-05 18:00:01;1996-11-06 18:00:00;1996-11-06;Obestämd nederbördstyp;G
1996-11-06 18:00:01;1996-11-07 18:00:00;1996-11-07;Obestämd nederbördstyp;G
1996-11-06 18:00:01;1996-11-07 18:00:00;1996-11-07;duggregn;G
1996-11-06 18:00:01;1996-11-07 18:00:00;1996-11-07;regnskurar;G
1996-11-06 18:00:01;1996-11-07 18:00:00;1996-11-07;regn;G
1996-11-07 18:00:01;1996-11-08 18:00:00;1996-11-08;regn;G
1996-11-08 18:00:01;1996-11-09 18:00:00;1996-11-09;regnskurar;G
1996-11-08 18:00:01;1996-11-09 18:00:00;1996-11-09;Obestämd nederbördstyp;G
1996-11-08 18:00:01;1996-11-09 18:00:00;1996-11-09;duggregn;G
1996-11-09 18:00:01;1996-11-10 18:00:00;1996-11-10;regnskurar;G
1996-11-10 18:00:01;1996-11-11 18:00:00;1996-11-11;snowfall;G
1996-11-10 18:00:01;1996-11-11 18:00:00;1996-11-11;duggregn;G
1996-11-10 18:00:01;1996-11-11 18:00:00;1996-11-11;regnskurar;G
1996-11-10 18:00:01;1996-11-11 18:00:00;1996-11-11;Obestämd nederbördstyp;G
1996-11-10 18:00:01;1996-11-11 18:00:00;1996-11-11;regn;G
1996-11-11 18:00:01;1996-11-12 18:00:00;1996-11-12;regn;G
1996-11-11 18:00:01;1996-11-12 18:00:00;1996-11-12;regnskurar;G
1996-11-11 18:00:01;1996-11-12 18:00:00;1996-11-12;duggregn;G
1996-11-12 18:00:01;1996-11-13 18:00:00;1996-11-13;duggregn;G
1996-11-12 18:00:01;1996-11-13 18:00:00;1996-11-13;regn;G
1996-11-12 18:00:01;1996-11-13 18:00:00;1996-11-13;Obestämd nederbördstyp;G
1996-11-12 18:00:01;1996-11-13 18:00:00;1996-11-13;regnskurar;G
1996-11-13 18:00:01;1996-11-14 18:00:00;1996-11-14;Obestämd nederbördstyp;G
1996-11-14 18:00:01;1996-11-15 18:00:00;1996-11-15;kornsnö;G
1996-11-14 18:00:01;1996-11-15 18:00:00;1996-11-15;snowfall;G
1996-11-17 18:00:01;1996-11-18 18:00:00;1996-11-18;Obestämd nederbördstyp;G
1996-11-17 18:00:01;1996-11-18 18:00:00;1996-11-18;regnskurar;G
1996-11-17 18:00:01;1996-11-18 18:00:00;1996-11-18;duggregn;G
1996-11-18 18:00:01;1996-11-19 18:00:00;1996-11-19;Obestämd nederbördstyp;G
1996-11-18 18:00:01;1996-11-19 18:00:00;1996-11-19;duggregn;G
1996-11-18 18:00:01;1996-11-19 18:00:00;1996-11-19;regn;G
1996-11-19 18:00:01;1996-11-20 18:00:00;1996-11-20;Obestämd nederbördstyp;G
1996-11-19 18:00:01;1996-11-20 18:00:00;1996-11-20;duggregn;G
1996-11-20 18:00:01;1996-11-21 18:00:00;1996-11-21;regn;G
1996-11-21 18:00:01;1996-11-22 18:00:00;1996-11-22;Obestämd nederbördstyp;G
1996-11-21 18:00:01;1996-11-22 18:00:00;1996-11-22;regn;G
1996-11-21 18:00:01;1996-11-22 18:00:00;1996-11-22;duggregn;G
1996-11-22 18:00:01;1996-11-23 18:00:00;1996-11-23;regnskurar;G
1996-11-22 18:00:01;1996-11-23 18:00:00;1996-11-23;duggregn;G
1996-11-22 18:00:01;1996-11-23 18:00:00;1996-11-23;Obestämd nederbördstyp;G
1996-11-23 18:00:01;1996-11-24 18:00:00;1996-11-24;Obestämd nederbördstyp;G
1996-11-23 18:00:01;1996-11-24 18:00:00;1996-11-24;duggregn;G
1996-11-25 18:00:01;1996-11-26 18:00:00;1996-11-26;regnskurar;G
1996-11-25 18:00:01;1996-11-26 18:00:00;1996-11-26;Obestämd nederbördstyp;G
1996-11-25 18:00:01;1996-11-26 18:00:00;1996-11-26;regn;G
1996-11-26 18:00:01;1996-11-27 18:00:00;1996-11-27;regn;G
1996-11-26 18:00:01;1996-11-27 18:00:00;1996-11-27;Obestämd nederbördstyp;G
1996-11-26 18:00:01;1996-11-27 18:00:00;1996-11-27;regnskurar;G
1996-11-26 18:00:01;1996-11-27 18:00:00;1996-11-27;duggregn;G
1996-11-27 18:00:01;1996-11-28 18:00:00;1996-11-28;snowfall;G
1996-11-27 18:00:01;1996-11-28 18:00:00;1996-11-28;Obestämd nederbördstyp;G
1996-11-27 18:00:01;1996-11-28 18:00:00;1996-11-28;kornsnö;G
1996-11-28 18:00:01;1996-11-29 18:00:00;1996-11-29;kornsnö;G
1996-11-28 18:00:01;1996-11-29 18:00:00;1996-11-29;snowfall;G
1996-11-29 18:00:01;1996-11-30 18:00:00;1996-11-30;duggregn;G
1996-11-29 18:00:01;1996-11-30 18:00:00;1996-11-30;Obestämd nederbördstyp;G
1996-11-29 18:00:01;1996-11-30 18:00:00;1996-11-30;snöblandat regn;G
1996-11-29 18:00:01;1996-11-30 18:00:00;1996-11-30;snöbyar;G
1996-11-29 18:00:01;1996-11-30 18:00:00;1996-11-30;snowfall;G
1996-11-29 18:00:01;1996-11-30 18:00:00;1996-11-30;iskorn;G
1996-11-30 18:00:01;1996-12-01 18:00:00;1996-12-01;Obestämd nederbördstyp;G
1996-12-01 18:00:01;1996-12-02 18:00:00;1996-12-02;regnskurar;G
1996-12-01 18:00:01;1996-12-02 18:00:00;1996-12-02;regn;G
1996-12-01 18:00:01;1996-12-02 18:00:00;1996-12-02;Obestämd nederbördstyp;G
1996-12-01 18:00:01;1996-12-02 18:00:00;1996-12-02;duggregn;G
1996-12-02 18:00:01;1996-12-03 18:00:00;1996-12-03;Obestämd nederbördstyp;G
1996-12-02 18:00:01;1996-12-03 18:00:00;1996-12-03;regn;G
1996-12-03 18:00:01;1996-12-04 18:00:00;1996-12-04;regn;G
1996-12-03 18:00:01;1996-12-04 18:00:00;1996-12-04;duggregn;G
1996-12-03 18:00:01;1996-12-04 18:00:00;1996-12-04;Obestämd nederbördstyp;G
1996-12-04 18:00:01;1996-12-05 18:00:00;1996-12-05;Obestämd nederbördstyp;G
1996-12-05 18:00:01;1996-12-06 18:00:00;1996-12-06;Obestämd nederbördstyp;G
1996-12-05 18:00:01;1996-12-06 18:00:00;1996-12-06;duggregn;G
1996-12-05 18:00:01;1996-12-06 18:00:00;1996-12-06;regn;G
1996-12-11 18:00:01;1996-12-12 18:00:00;1996-12-12;duggregn;G
1996-12-11 18:00:01;1996-12-12 18:00:00;1996-12-12;underkyld nederbörd;G
1996-12-11 18:00:01;1996-12-12 18:00:00;1996-12-12;kornsnö;G
1996-12-11 18:00:01;1996-12-12 18:00:00;1996-12-12;Obestämd nederbördstyp;G
1996-12-11 18:00:01;1996-12-12 18:00:00;1996-12-12;snowfall;G
1996-12-12 18:00:01;1996-12-13 18:00:00;1996-12-13;snowfall;G
1996-12-12 18:00:01;1996-12-13 18:00:00;1996-12-13;snöbyar;G
1996-12-12 18:00:01;1996-12-13 18:00:00;1996-12-13;regn;G
1996-12-12 18:00:01;1996-12-13 18:00:00;1996-12-13;snöblandat regn;G
1996-12-12 18:00:01;1996-12-13 18:00:00;1996-12-13;Obestämd nederbördstyp;G
1996-12-13 18:00:01;1996-12-14 18:00:00;1996-12-14;snöbyar;G
1996-12-13 18:00:01;1996-12-14 18:00:00;1996-12-14;snowfall;G
1996-12-13 18:00:01;1996-12-14 18:00:00;1996-12-14;Obestämd nederbördstyp;G
1996-12-13 18:00:01;1996-12-14 18:00:00;1996-12-14;regnskurar;G
1996-12-14 18:00:01;1996-12-15 18:00:00;1996-12-15;regn;G
1996-12-14 18:00:01;1996-12-15 18:00:00;1996-12-15;duggregn;G
1996-12-14 18:00:01;1996-12-15 18:00:00;1996-12-15;regnskurar;G
1996-12-16 18:00:01;1996-12-17 18:00:00;1996-12-17;Obestämd nederbördstyp;G
1996-12-16 18:00:01;1996-12-17 18:00:00;1996-12-17;duggregn;G
1996-12-16 18:00:01;1996-12-17 18:00:00;1996-12-17;snowfall;G
1996-12-16 18:00:01;1996-12-17 18:00:00;1996-12-17;snöblandat regn;G
1996-12-16 18:00:01;1996-12-17 18:00:00;1996-12-17;regn;G
1996-12-17 18:00:01;1996-12-18 18:00:00;1996-12-18;snowfall;G
1996-12-17 18:00:01;1996-12-18 18:00:00;1996-12-18;duggregn;G
1996-12-17 18:00:01;1996-12-18 18:00:00;1996-12-18;regn;G
1996-12-18 18:00:01;1996-12-19 18:00:00;1996-12-19;kornsnö;G
1996-12-18 18:00:01;1996-12-19 18:00:00;1996-12-19;snöbyar;G
1996-12-18 18:00:01;1996-12-19 18:00:00;1996-12-19;Obestämd nederbördstyp;G
1996-12-18 18:00:01;1996-12-19 18:00:00;1996-12-19;duggregn;G
1996-12-27 18:00:01;1996-12-28 18:00:00;1996-12-28;kornsnö;G
1996-12-28 18:00:01;1996-12-29 18:00:00;1996-12-29;snöbyar;G
1996-12-28 18:00:01;1996-12-29 18:00:00;1996-12-29;snowfall;G
1996-12-28 18:00:01;1996-12-29 18:00:00;1996-12-29;Obestämd nederbördstyp;G
1996-12-29 18:00:01;1996-12-30 18:00:00;1996-12-30;snowfall;G
